id,ip_address,fans,cpu,memory,storage,temperature,power,recorded_at,server_name,current_problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,7/2/2026 10:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,7/2/2026 10:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,7/2/2026 10:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,7/2/2026 10:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,7/2/2026 10:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,7/2/2026 10:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,7/2/2026 10:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,7/2/2026 14:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,7/2/2026 18:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,7/2/2026 22:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,8/2/2026 2:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,8/2/2026 6:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,8/2/2026 10:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,8/2/2026 14:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,8/2/2026 18:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,8/2/2026 22:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,9/2/2026 2:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,9/2/2026 6:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AUSF-Edge-02,No active problems
1011,172.27.242.182,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AUSF-North-26,No active problems
1012,192.168.186.79,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-AUSF-Zone2-29,No active problems
1013,192.168.183.93,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-CHF-Central-24,No active problems
1014,100.69.204.245,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-CHF-East-09,No active problems
1015,192.168.230.130,OK,OK,OK,OK,OK,OK,9/2/2026 10:46,v5G-CHF-East-25,No active problems
1001,100.100.58.45,OK,OK,OK,OK,OK,OK,9/2/2026 14:46,v5G-AMF-Backup-02,No active problems
1002,172.16.76.182,OK,OK,OK,OK,OK,OK,9/2/2026 14:46,v5G-AMF-Central-28,No active problems
1003,100.85.198.62,OK,OK,OK,OK,OK,OK,9/2/2026 14:46,v5G-AMF-Core-26,No active problems
1004,100.87.190.235,OK,OK,OK,OK,OK,OK,9/2/2026 14:46,v5G-AMF-South-18,No active problems
1005,192.168.130.65,OK,OK,OK,OK,OK,OK,9/2/2026 14:46,v5G-AMF-West-18,No active problems
1006,172.23.208.186,OK,OK,OK,OK,OK,OK,9/2/2026 14:46,v5G-AMF-Zone2-29,No active problems
1007,172.31.26.254,OK,OK,OK,OK,OK,OK,9/2/2026 14:46,v5G-AUSF-Backup-17,No active problems
1008,100.74.210.103,OK,OK,OK,OK,OK,OK,9/2/2026 14:46,v5G-AUSF-Core-01,No active problems
1009,100.102.130.80,OK,OK,OK,OK,OK,OK,9/2/2026 14:46,v5G-AUSF-Core-13,No active problems
1010,172.21.107.101,OK,OK,OK,OK,OK,OK,9/2/2026 14:46,v5G-AUSF-Edge-02,No active problems
